"condition","rt","subject"
"incongruent",1370,"s328"
"congruent",524,"s328"
"incongruent",602,"s328"
"congruent",715,"s328"
"incongruent",725,"s328"
"incongruent",922,"s328"
"congruent",820,"s328"
"incongruent",1055,"s328"
"incongruent",865,"s328"
"congruent",798,"s328"
"congruent",828,"s328"
"congruent",570,"s328"
"incongruent",986,"s328"
"congruent",680,"s328"
"congruent",720,"s328"
"congruent",611,"s328"
"congruent",678,"s328"
"incongruent",1058,"s328"
"congruent",609,"s328"
"incongruent",820,"s328"
"congruent",801,"s328"
"congruent",718,"s328"
"congruent",744,"s328"
"incongruent",949,"s328"
"congruent",796,"s337"
"congruent",634,"s337"
"congruent",836,"s337"
"congruent",741,"s337"
"congruent",679,"s337"
"congruent",827,"s337"
"congruent",739,"s337"
"incongruent",861,"s337"
"incongruent",679,"s337"
"congruent",730,"s337"
"congruent",687,"s337"
"incongruent",963,"s337"
"incongruent",1303,"s337"
"incongruent",929,"s337"
"congruent",746,"s337"
"incongruent",835,"s337"
"congruent",718,"s337"
"incongruent",1062,"s337"
"congruent",759,"s337"
"incongruent",910,"s337"
"incongruent",832,"s337"
"incongruent",1019,"s337"
"incongruent",1000,"s337"
"incongruent",949,"s337"
"incongruent",840,"s337"
"congruent",1001,"s337"
"incongruent",877,"s337"
"incongruent",650,"s337"
"incongruent",898,"s337"
"congruent",877,"s337"
"congruent",831,"s337"
"congruent",1358,"s337"
"congruent",947,"s337"
"incongruent",1134,"s337"
"incongruent",832,"s337"
"incongruent",1360,"s337"
"congruent",775,"s337"
"incongruent",981,"s337"
"congruent",910,"s337"
"congruent",797,"s337"
"congruent",800,"s337"
"incongruent",531,"s337"
"congruent",823,"s337"
"incongruent",1228,"s337"
"congruent",804,"s337"
"incongruent",992,"s337"
"congruent",693,"s337"
"congruent",463,"s337"
"congruent",802,"s337"
"incongruent",760,"s337"
"congruent",569,"s337"
"incongruent",773,"s337"
"incongruent",1164,"s337"
"congruent",667,"s337"
"congruent",365,"s337"
"incongruent",624,"s337"
"incongruent",868,"s337"
"congruent",798,"s337"
"incongruent",1011,"s337"
"congruent",737,"s337"
"congruent",395,"s337"
"congruent",658,"s337"
"incongruent",899,"s337"
"incongruent",1109,"s337"
"incongruent",959,"s337"
"congruent",636,"s337"
"congruent",474,"s337"
"congruent",953,"s337"
"congruent",660,"s337"
"incongruent",840,"s337"
"congruent",802,"s337"
"congruent",703,"s337"
"incongruent",1147,"s337"
"incongruent",884,"s337"
"incongruent",1091,"s337"
"incongruent",805,"s337"
"incongruent",961,"s337"
"congruent",945,"s337"
"congruent",717,"s337"
"congruent",543,"s337"
"congruent",733,"s337"
"incongruent",784,"s337"
"incongruent",1016,"s337"
"incongruent",965,"s337"
"incongruent",738,"s337"
"incongruent",850,"s337"
"congruent",615,"s337"
"congruent",859,"s337"
"incongruent",727,"s337"
"incongruent",808,"s337"
"congruent",701,"s337"
"congruent",865,"s337"
"congruent",737,"s337"
"incongruent",1025,"s337"
"incongruent",859,"s337"
"congruent",684,"s337"
"incongruent",1141,"s337"
"incongruent",1069,"s337"
"congruent",1298,"s337"
"congruent",847,"s337"
"incongruent",958,"s337"
"congruent",717,"s337"
"incongruent",639,"s337"
"incongruent",978,"s337"
"congruent",940,"s337"
"incongruent",743,"s337"
"congruent",1385,"s337"
"incongruent",987,"s337"
"incongruent",917,"s337"
"congruent",874,"s337"
"incongruent",997,"s337"
"congruent",1010,"s337"
"congruent",676,"s337"
"congruent",772,"s337"
"incongruent",705,"s337"
"congruent",819,"s337"
"congruent",446,"s337"
"incongruent",1028,"s337"
"incongruent",779,"s337"
"congruent",1015,"s384"
"congruent",726,"s384"
"incongruent",876,"s384"
"incongruent",887,"s384"
"incongruent",683,"s384"
"incongruent",676,"s384"
"congruent",665,"s384"
"congruent",651,"s384"
"incongruent",739,"s384"
"incongruent",1013,"s384"
"incongruent",844,"s384"
"congruent",716,"s384"
"congruent",626,"s384"
"congruent",633,"s384"
"incongruent",690,"s384"
"incongruent",1090,"s384"
"incongruent",1041,"s384"
"congruent",610,"s384"
"incongruent",712,"s384"
"congruent",553,"s384"
"congruent",593,"s384"
"congruent",1113,"s384"
"congruent",588,"s384"
"incongruent",620,"s384"
"congruent",525,"s384"
"congruent",646,"s384"
"incongruent",753,"s384"
"congruent",551,"s384"
"congruent",716,"s384"
"incongruent",670,"s384"
"incongruent",573,"s384"
"congruent",677,"s384"
"incongruent",791,"s384"
"congruent",936,"s384"
"incongruent",617,"s384"
"congruent",604,"s384"
"incongruent",529,"s384"
"congruent",528,"s384"
"congruent",689,"s384"
"congruent",465,"s384"
"incongruent",864,"s384"
"congruent",582,"s384"
"incongruent",689,"s384"
"congruent",633,"s384"
"congruent",657,"s384"
"congruent",652,"s384"
"incongruent",878,"s384"
"congruent",886,"s384"
"incongruent",776,"s384"
"incongruent",929,"s384"
"incongruent",907,"s384"
"congruent",631,"s384"
"incongruent",779,"s384"
"congruent",979,"s384"
"incongruent",701,"s384"
"congruent",488,"s384"
"congruent",569,"s384"
"congruent",609,"s384"
"congruent",817,"s384"
"incongruent",790,"s384"
"congruent",609,"s384"
"congruent",791,"s384"
"incongruent",582,"s384"
"congruent",622,"s384"
"incongruent",605,"s384"
"congruent",735,"s384"
"incongruent",948,"s384"
"congruent",934,"s384"
"congruent",606,"s384"
"incongruent",680,"s384"
"incongruent",754,"s384"
"incongruent",601,"s384"
"incongruent",809,"s384"
"incongruent",905,"s384"
"incongruent",906,"s384"
"congruent",775,"s384"
"congruent",693,"s384"
"incongruent",918,"s384"
"incongruent",767,"s384"
"congruent",607,"s384"
"incongruent",1078,"s384"
"incongruent",911,"s384"
"congruent",560,"s384"
"incongruent",790,"s384"
"congruent",997,"s384"
"congruent",735,"s384"
"incongruent",599,"s384"
"congruent",840,"s384"
"congruent",666,"s384"
"congruent",730,"s384"
"incongruent",1060,"s384"
"congruent",468,"s384"
"congruent",478,"s384"
"incongruent",664,"s384"
"incongruent",717,"s384"
"congruent",519,"s384"
"incongruent",1337,"s384"
"congruent",658,"s384"
"congruent",994,"s384"
"congruent",618,"s384"
"congruent",462,"s384"
"incongruent",788,"s384"
"incongruent",925,"s384"
"congruent",584,"s384"
"incongruent",710,"s384"
"incongruent",816,"s384"
"incongruent",768,"s384"
"incongruent",829,"s384"
"incongruent",868,"s384"
"congruent",754,"s384"
"incongruent",704,"s384"
"congruent",663,"s384"
"congruent",555,"s384"
"incongruent",938,"s384"
"congruent",877,"s384"
"incongruent",1221,"s384"
"incongruent",751,"s384"
"incongruent",834,"s412"
"congruent",1007,"s412"
"incongruent",788,"s412"
"incongruent",979,"s412"
"congruent",1095,"s412"
"incongruent",633,"s412"
"incongruent",839,"s412"
"congruent",701,"s412"
"incongruent",949,"s412"
"incongruent",857,"s412"
"congruent",802,"s412"
"incongruent",1224,"s412"
"incongruent",796,"s412"
"congruent",922,"s412"
"congruent",904,"s412"
"incongruent",798,"s412"
"congruent",694,"s412"
"congruent",764,"s412"
"congruent",427,"s412"
"incongruent",776,"s412"
"congruent",708,"s412"
"congruent",714,"s412"
"congruent",684,"s412"
"incongruent",607,"s412"
"congruent",713,"s412"
"incongruent",627,"s412"
"incongruent",733,"s412"
"congruent",716,"s412"
"congruent",701,"s412"
"incongruent",1156,"s412"
"incongruent",823,"s412"
"congruent",680,"s412"
"congruent",662,"s412"
"incongruent",768,"s412"
"congruent",638,"s412"
"incongruent",699,"s412"
"congruent",622,"s412"
"congruent",596,"s412"
"incongruent",1077,"s412"
"congruent",512,"s412"
"congruent",658,"s412"
"congruent",671,"s412"
"congruent",688,"s412"
"congruent",567,"s412"
"congruent",495,"s412"
"congruent",437,"s412"
"incongruent",1003,"s412"
"incongruent",829,"s412"
"congruent",667,"s412"
"congruent",597,"s412"
"congruent",581,"s412"
"congruent",584,"s412"
"congruent",583,"s412"
"incongruent",963,"s412"
"congruent",633,"s412"
"congruent",693,"s412"
"incongruent",950,"s412"
"congruent",673,"s412"
"congruent",759,"s412"
"incongruent",735,"s412"
"incongruent",1107,"s412"
"incongruent",762,"s412"
"incongruent",530,"s412"
"congruent",557,"s412"
"incongruent",811,"s412"
"incongruent",959,"s412"
"incongruent",706,"s412"
"congruent",605,"s412"
"incongruent",1333,"s412"
"incongruent",911,"s412"
"incongruent",741,"s412"
"congruent",849,"s412"
"congruent",672,"s412"
"incongruent",822,"s412"
"congruent",675,"s412"
"congruent",813,"s412"
"incongruent",755,"s412"
"incongruent",688,"s412"
"congruent",634,"s412"
"congruent",612,"s412"
"incongruent",807,"s412"
"incongruent",759,"s412"
"congruent",497,"s412"
"congruent",599,"s412"
"congruent",682,"s412"
"incongruent",776,"s412"
"congruent",533,"s412"
"congruent",560,"s412"
"congruent",455,"s412"
"congruent",467,"s412"
"congruent",651,"s412"
"congruent",457,"s412"
"congruent",517,"s412"
"incongruent",747,"s412"
"incongruent",584,"s412"
"incongruent",855,"s412"
"incongruent",1019,"s412"
"incongruent",669,"s412"
"congruent",726,"s412"
"incongruent",805,"s412"
"congruent",624,"s412"
"incongruent",1108,"s412"
"incongruent",849,"s412"
"incongruent",791,"s412"
"incongruent",727,"s412"
"incongruent",822,"s412"
"incongruent",1075,"s412"
"incongruent",681,"s412"
"incongruent",839,"s412"
"congruent",718,"s412"
"incongruent",812,"s412"
"congruent",829,"s412"
"incongruent",892,"s412"
"incongruent",705,"s412"
"congruent",934,"s412"
"incongruent",924,"s412"
"congruent",650,"s412"
"incongruent",916,"s412"
"incongruent",865,"s412"
"incongruent",1272,"s426"
"incongruent",845,"s426"
"incongruent",1209,"s426"
"congruent",1093,"s426"
"incongruent",1005,"s426"
"congruent",922,"s426"
"congruent",829,"s426"
"incongruent",860,"s426"
"incongruent",994,"s426"
"congruent",943,"s426"
"incongruent",1008,"s426"
"congruent",892,"s426"
"congruent",1004,"s426"
"congruent",612,"s426"
"congruent",572,"s426"
"incongruent",1001,"s426"
"congruent",738,"s426"
"incongruent",1205,"s426"
"incongruent",1098,"s426"
"incongruent",1268,"s426"
"congruent",778,"s426"
"congruent",630,"s426"
"congruent",567,"s426"
"incongruent",890,"s426"
"congruent",733,"s426"
"congruent",637,"s426"
"incongruent",1074,"s426"
"incongruent",802,"s426"
"incongruent",1342,"s426"
"congruent",662,"s426"
"incongruent",955,"s426"
"congruent",653,"s426"
"congruent",613,"s426"
"incongruent",1271,"s426"
"congruent",711,"s426"
"incongruent",1076,"s426"
"incongruent",747,"s426"
"congruent",591,"s426"
"incongruent",835,"s426"
"incongruent",1196,"s426"
"congruent",803,"s426"
"incongruent",1128,"s426"
"incongruent",1299,"s426"
"congruent",852,"s426"
"incongruent",786,"s426"
"incongruent",1111,"s426"
"congruent",631,"s426"
"incongruent",832,"s426"
"incongruent",1093,"s426"
"incongruent",1012,"s426"
"congruent",771,"s426"
"congruent",904,"s426"
"congruent",603,"s426"
"incongruent",786,"s426"
"congruent",878,"s426"
"incongruent",928,"s426"
"incongruent",1257,"s426"
"congruent",1001,"s426"
"congruent",737,"s426"
"congruent",717,"s426"
"congruent",957,"s426"
"incongruent",1097,"s426"
"congruent",798,"s426"
"incongruent",1444,"s426"
"incongruent",951,"s426"
"congruent",1258,"s426"
"incongruent",1064,"s426"
"congruent",698,"s426"
"congruent",760,"s426"
"congruent",772,"s426"
"congruent",852,"s426"
"congruent",646,"s426"
"incongruent",1128,"s426"
"congruent",792,"s426"
"congruent",850,"s426"
"congruent",685,"s426"
"incongruent",888,"s426"
"incongruent",783,"s426"
"incongruent",1053,"s426"
"incongruent",773,"s426"
"congruent",902,"s426"
"incongruent",887,"s426"
"congruent",685,"s426"
"congruent",1020,"s426"
"congruent",962,"s426"
"incongruent",1027,"s426"
"incongruent",1132,"s426"
"congruent",568,"s426"
"congruent",975,"s426"
"incongruent",855,"s426"
"congruent",665,"s426"
"incongruent",777,"s426"
"incongruent",914,"s426"
"congruent",761,"s426"
"incongruent",799,"s426"
"congruent",909,"s426"
"congruent",649,"s426"
"incongruent",1000,"s426"
"incongruent",885,"s426"
"congruent",905,"s426"
"incongruent",676,"s426"
"congruent",605,"s426"
"incongruent",656,"s426"
"congruent",570,"s426"
"incongruent",734,"s426"
"incongruent",767,"s426"
"congruent",831,"s426"
"incongruent",747,"s426"
"incongruent",983,"s426"
"congruent",731,"s426"
"incongruent",893,"s426"
"incongruent",1255,"s426"
"congruent",894,"s426"
"congruent",1081,"s426"
"congruent",714,"s426"
"congruent",709,"s426"
"incongruent",879,"s426"
"incongruent",717,"s426"
"congruent",699,"s426"
"congruent",599,"s447"
"congruent",708,"s447"
"congruent",887,"s447"
"congruent",1135,"s447"
"congruent",1064,"s447"
"congruent",533,"s447"
"incongruent",889,"s447"
"incongruent",780,"s447"
"congruent",699,"s447"
"incongruent",482,"s447"
"incongruent",963,"s447"
"incongruent",674,"s447"
"incongruent",646,"s447"
"incongruent",853,"s447"
"congruent",443,"s447"
"congruent",588,"s447"
"incongruent",735,"s447"
"congruent",676,"s447"
"congruent",621,"s447"
"incongruent",885,"s447"
"congruent",720,"s447"
"incongruent",711,"s447"
"incongruent",700,"s447"
"congruent",601,"s447"
"congruent",522,"s447"
"incongruent",717,"s447"
"incongruent",660,"s447"
"congruent",693,"s447"
"congruent",903,"s447"
"incongruent",837,"s447"
"incongruent",571,"s447"
"incongruent",940,"s447"
"congruent",838,"s447"
"incongruent",829,"s447"
"incongruent",867,"s447"
"incongruent",942,"s447"
"congruent",853,"s447"
"incongruent",845,"s447"
"incongruent",727,"s447"
"incongruent",966,"s447"
"congruent",684,"s447"
"congruent",610,"s447"
"congruent",546,"s447"
"incongruent",882,"s447"
"incongruent",840,"s447"
"congruent",585,"s447"
"incongruent",859,"s447"
"congruent",637,"s447"
"incongruent",806,"s447"
"congruent",668,"s447"
"incongruent",902,"s447"
"incongruent",542,"s447"
"congruent",662,"s447"
"incongruent",780,"s447"
"congruent",589,"s447"
"incongruent",759,"s447"
"incongruent",812,"s447"
"congruent",627,"s447"
"congruent",659,"s447"
"congruent",849,"s447"
"congruent",741,"s447"
"congruent",642,"s447"
"incongruent",917,"s447"
"congruent",675,"s447"
"incongruent",1434,"s447"
"incongruent",703,"s447"
"congruent",676,"s447"
"incongruent",667,"s447"
"incongruent",671,"s447"
"congruent",680,"s447"
"congruent",580,"s447"
"incongruent",810,"s447"
"congruent",567,"s447"
"congruent",714,"s447"
"incongruent",863,"s447"
"congruent",839,"s447"
"incongruent",853,"s447"
"congruent",611,"s447"
"congruent",608,"s447"
"congruent",571,"s447"
"incongruent",714,"s447"
"incongruent",826,"s447"
"congruent",1319,"s447"
"congruent",874,"s447"
"congruent",594,"s447"
"congruent",606,"s447"
"incongruent",742,"s447"
"congruent",866,"s447"
"congruent",661,"s447"
"incongruent",624,"s447"
"incongruent",753,"s447"
"incongruent",723,"s447"
"congruent",621,"s447"
"congruent",708,"s447"
"incongruent",933,"s447"
"congruent",710,"s447"
"congruent",615,"s447"
"incongruent",537,"s447"
"congruent",618,"s447"
"incongruent",747,"s447"
"incongruent",610,"s447"
"incongruent",900,"s447"
"congruent",534,"s447"
"incongruent",693,"s447"
"incongruent",856,"s447"
"congruent",649,"s447"
"incongruent",670,"s447"
"incongruent",763,"s447"
"congruent",526,"s447"
"congruent",610,"s447"
"congruent",521,"s447"
"congruent",764,"s447"
"congruent",601,"s447"
"incongruent",645,"s447"
"incongruent",758,"s447"
"incongruent",1403,"s450"
"congruent",840,"s450"
"congruent",1011,"s450"
"congruent",489,"s450"
"congruent",552,"s450"
"congruent",683,"s450"
"incongruent",522,"s450"
"congruent",1224,"s450"
"congruent",501,"s450"
"congruent",882,"s450"
"incongruent",683,"s450"
"incongruent",844,"s450"
"incongruent",744,"s450"
"congruent",594,"s450"
"congruent",1051,"s450"
"incongruent",613,"s450"
"incongruent",514,"s450"
"congruent",505,"s450"
"congruent",394,"s450"
"incongruent",574,"s450"
"incongruent",331,"s450"
"incongruent",294,"s450"
"incongruent",683,"s450"
"incongruent",813,"s450"
"incongruent",583,"s450"
"congruent",434,"s450"
"congruent",359,"s450"
"incongruent",584,"s450"
"congruent",463,"s450"
"congruent",342,"s450"
"incongruent",561,"s450"
"congruent",430,"s450"
"incongruent",583,"s450"
"congruent",401,"s450"
"congruent",354,"s450"
"incongruent",1004,"s450"
"incongruent",572,"s450"
"congruent",632,"s450"
"congruent",505,"s450"
"incongruent",523,"s450"
"incongruent",485,"s450"
"congruent",551,"s450"
"incongruent",604,"s450"
"congruent",825,"s450"
"incongruent",525,"s450"
"incongruent",454,"s450"
"incongruent",550,"s450"
"congruent",518,"s450"
"incongruent",631,"s450"
"incongruent",713,"s450"
"congruent",382,"s450"
"congruent",693,"s450"
"incongruent",732,"s450"
"congruent",530,"s450"
"congruent",443,"s450"
"congruent",588,"s450"
"congruent",544,"s450"
"incongruent",474,"s450"
"congruent",493,"s450"
"incongruent",637,"s450"
"incongruent",632,"s450"
"incongruent",684,"s450"
"incongruent",426,"s450"
"congruent",561,"s450"
"congruent",519,"s450"
"incongruent",583,"s450"
"incongruent",531,"s450"
"incongruent",483,"s450"
"incongruent",393,"s450"
"congruent",434,"s450"
"incongruent",391,"s450"
"incongruent",563,"s450"
"incongruent",674,"s450"
"congruent",569,"s450"
"congruent",543,"s450"
"congruent",583,"s450"
"congruent",514,"s450"
"incongruent",544,"s450"
"congruent",513,"s450"
"congruent",571,"s450"
"congruent",437,"s450"
"incongruent",681,"s450"
"congruent",532,"s450"
"congruent",621,"s450"
"congruent",482,"s450"
"congruent",539,"s450"
"incongruent",632,"s450"
"incongruent",534,"s450"
"congruent",373,"s450"
"incongruent",473,"s450"
"incongruent",451,"s450"
"incongruent",564,"s450"
"incongruent",504,"s450"
"incongruent",644,"s450"
"incongruent",471,"s450"
"congruent",463,"s450"
"incongruent",642,"s450"
"incongruent",492,"s450"
"incongruent",505,"s450"
"congruent",514,"s450"
"congruent",513,"s450"
"incongruent",573,"s450"
"congruent",560,"s450"
"congruent",703,"s450"
"congruent",522,"s450"
"congruent",473,"s450"
"congruent",392,"s450"
"incongruent",755,"s450"
"incongruent",505,"s450"
"incongruent",482,"s450"
"incongruent",467,"s450"
"congruent",605,"s450"
"congruent",504,"s450"
"incongruent",552,"s450"
"congruent",543,"s450"
"congruent",634,"s450"
"congruent",431,"s450"
"incongruent",512,"s450"
"incongruent",586,"s450"
"congruent",553,"s450"
"incongruent",1010,"s468"
"incongruent",881,"s468"
"congruent",805,"s468"
"congruent",1028,"s468"
"incongruent",781,"s468"
"congruent",565,"s468"
"congruent",619,"s468"
"incongruent",665,"s468"
"congruent",488,"s468"
"congruent",570,"s468"
"congruent",553,"s468"
"incongruent",597,"s468"
"congruent",482,"s468"
"incongruent",558,"s468"
"incongruent",421,"s468"
"congruent",591,"s468"
"congruent",596,"s468"
"congruent",567,"s468"
"incongruent",652,"s468"
"incongruent",807,"s468"
"incongruent",421,"s468"
"incongruent",773,"s468"
"congruent",557,"s468"
"incongruent",673,"s468"
"congruent",565,"s468"
"congruent",599,"s468"
"congruent",584,"s468"
"incongruent",894,"s468"
"incongruent",615,"s468"
"incongruent",791,"s468"
"congruent",593,"s468"
"congruent",528,"s468"
"incongruent",629,"s468"
"congruent",583,"s468"
"congruent",488,"s468"
"congruent",463,"s468"
"congruent",586,"s468"
"incongruent",852,"s468"
"incongruent",776,"s468"
"incongruent",637,"s468"
"congruent",542,"s468"
"congruent",516,"s468"
"congruent",612,"s468"
"incongruent",736,"s468"
"incongruent",631,"s468"
"incongruent",776,"s468"
"incongruent",681,"s468"
"incongruent",625,"s468"
"congruent",490,"s468"
"incongruent",565,"s468"
"incongruent",510,"s468"
"congruent",513,"s468"
"congruent",588,"s468"
"incongruent",567,"s468"
"incongruent",768,"s468"
"congruent",550,"s468"
"incongruent",725,"s468"
"congruent",549,"s468"
"congruent",534,"s468"
"incongruent",588,"s468"
"congruent",563,"s468"
"incongruent",631,"s468"
"congruent",611,"s468"
"congruent",494,"s468"
"congruent",570,"s468"
"congruent",605,"s468"
"congruent",420,"s468"
"congruent",573,"s468"
"incongruent",538,"s468"
"incongruent",572,"s468"
"incongruent",677,"s468"
"congruent",561,"s468"
"congruent",456,"s468"
"incongruent",503,"s468"
"incongruent",499,"s468"
"congruent",574,"s468"
"congruent",638,"s468"
"incongruent",613,"s468"
"congruent",449,"s468"
"congruent",572,"s468"
"incongruent",655,"s468"
"incongruent",690,"s468"
"congruent",484,"s468"
"incongruent",535,"s468"
"incongruent",689,"s468"
"congruent",465,"s468"
"congruent",549,"s468"
"congruent",604,"s468"
"incongruent",599,"s468"
"congruent",525,"s468"
"congruent",691,"s468"
"incongruent",607,"s468"
"incongruent",743,"s468"
"incongruent",678,"s468"
"congruent",793,"s468"
"incongruent",459,"s468"
"incongruent",450,"s468"
"incongruent",420,"s468"
"incongruent",824,"s468"
"congruent",549,"s468"
"incongruent",875,"s468"
"incongruent",639,"s468"
"congruent",633,"s468"
"congruent",749,"s468"
"congruent",604,"s468"
"incongruent",674,"s468"
"incongruent",788,"s468"
"incongruent",563,"s468"
"incongruent",904,"s468"
"congruent",600,"s468"
"congruent",573,"s468"
"congruent",624,"s468"
"incongruent",750,"s468"
"incongruent",594,"s468"
"congruent",640,"s468"
"incongruent",644,"s468"
"incongruent",627,"s468"
"congruent",541,"s468"
"incongruent",784,"s468"
"congruent",419,"s468"
"congruent",1095,"s476"
"incongruent",798,"s476"
"congruent",701,"s476"
"congruent",610,"s476"
"incongruent",1118,"s476"
"incongruent",788,"s476"
"congruent",667,"s476"
"congruent",599,"s476"
"incongruent",921,"s476"
"congruent",719,"s476"
"incongruent",553,"s476"
"congruent",733,"s476"
"congruent",753,"s476"
"incongruent",669,"s476"
"incongruent",399,"s476"
"incongruent",529,"s476"
"incongruent",408,"s476"
"congruent",430,"s476"
"congruent",368,"s476"
"congruent",611,"s476"
"incongruent",627,"s476"
"congruent",437,"s476"
"incongruent",362,"s476"
"incongruent",579,"s476"
"congruent",925,"s476"
"congruent",957,"s476"
"congruent",634,"s476"
"congruent",593,"s476"
"incongruent",735,"s476"
"congruent",821,"s476"
"incongruent",1003,"s476"
"congruent",380,"s476"
"congruent",439,"s476"
"incongruent",466,"s476"
"congruent",593,"s476"
"congruent",393,"s476"
"congruent",680,"s476"
"incongruent",1036,"s476"
"incongruent",433,"s476"
"congruent",713,"s476"
"incongruent",381,"s476"
"incongruent",644,"s476"
"congruent",597,"s476"
"incongruent",360,"s476"
"congruent",645,"s476"
"congruent",579,"s476"
"incongruent",422,"s476"
"incongruent",916,"s476"
"incongruent",894,"s476"
"incongruent",588,"s476"
"incongruent",662,"s476"
"incongruent",1032,"s476"
"congruent",749,"s476"
"congruent",396,"s476"
"incongruent",809,"s476"
"incongruent",745,"s476"
"congruent",636,"s476"
"incongruent",708,"s476"
"incongruent",372,"s476"
"incongruent",730,"s476"
"congruent",566,"s476"
"incongruent",931,"s476"
"congruent",421,"s476"
"congruent",661,"s476"
"incongruent",721,"s476"
"congruent",459,"s476"
"incongruent",440,"s476"
"congruent",601,"s476"
"incongruent",820,"s476"
"congruent",497,"s476"
"congruent",403,"s476"
"congruent",680,"s476"
"congruent",476,"s476"
"incongruent",755,"s476"
"incongruent",455,"s476"
"congruent",491,"s476"
"congruent",787,"s476"
"congruent",384,"s476"
"congruent",609,"s476"
"incongruent",412,"s476"
"incongruent",397,"s476"
"incongruent",519,"s476"
"congruent",523,"s476"
"congruent",582,"s476"
"congruent",457,"s476"
"congruent",618,"s476"
"incongruent",702,"s476"
"incongruent",606,"s476"
"incongruent",491,"s476"
"incongruent",480,"s476"
"incongruent",652,"s476"
"congruent",775,"s476"
"incongruent",445,"s476"
"incongruent",537,"s476"
"incongruent",658,"s476"
"congruent",449,"s476"
"incongruent",449,"s476"
"congruent",559,"s476"
"congruent",624,"s476"
"congruent",396,"s476"
"incongruent",363,"s476"
"incongruent",891,"s476"
"incongruent",704,"s476"
"incongruent",610,"s476"
"congruent",362,"s476"
"congruent",592,"s476"
"congruent",590,"s476"
"incongruent",431,"s476"
"incongruent",624,"s476"
"congruent",384,"s476"
"congruent",737,"s476"
"congruent",593,"s476"
"incongruent",643,"s476"
"incongruent",674,"s476"
"congruent",374,"s476"
"congruent",455,"s476"
"congruent",620,"s476"
"incongruent",626,"s476"
"incongruent",644,"s476"
"incongruent",541,"s476"
"incongruent",857,"s487"
"incongruent",1094,"s487"
"incongruent",593,"s487"
"congruent",601,"s487"
"congruent",662,"s487"
"incongruent",813,"s487"
"congruent",680,"s487"
"incongruent",822,"s487"
"incongruent",1062,"s487"
"congruent",593,"s487"
"congruent",851,"s487"
"incongruent",644,"s487"
"incongruent",905,"s487"
"congruent",735,"s487"
"incongruent",776,"s487"
"congruent",660,"s487"
"congruent",762,"s487"
"congruent",589,"s487"
"incongruent",1031,"s487"
"incongruent",763,"s487"
"incongruent",994,"s487"
"congruent",730,"s487"
"congruent",917,"s487"
"congruent",682,"s487"
"congruent",644,"s487"
"congruent",698,"s487"
"congruent",572,"s487"
"incongruent",701,"s487"
"incongruent",782,"s487"
"congruent",983,"s487"
"incongruent",742,"s487"
"incongruent",669,"s487"
"incongruent",550,"s487"
"incongruent",577,"s487"
"congruent",528,"s487"
"congruent",569,"s487"
"congruent",572,"s487"
"incongruent",690,"s487"
"incongruent",813,"s487"
"congruent",695,"s487"
"congruent",625,"s487"
"incongruent",748,"s487"
"incongruent",697,"s487"
"congruent",565,"s487"
"congruent",544,"s487"
"congruent",574,"s487"
"congruent",540,"s487"
"incongruent",539,"s487"
"incongruent",814,"s487"
"congruent",724,"s487"
"incongruent",634,"s487"
"incongruent",593,"s487"
"incongruent",909,"s487"
"incongruent",671,"s487"
"congruent",670,"s487"
"congruent",829,"s487"
"incongruent",632,"s487"
"incongruent",642,"s487"
"incongruent",707,"s487"
"incongruent",696,"s487"
"incongruent",760,"s487"
"incongruent",630,"s487"
"congruent",502,"s487"
"incongruent",998,"s487"
"incongruent",683,"s487"
"incongruent",737,"s487"
"incongruent",663,"s487"
"incongruent",664,"s487"
"congruent",585,"s487"
"congruent",498,"s487"
"congruent",631,"s487"
"incongruent",1013,"s487"
"congruent",1000,"s487"
"incongruent",1080,"s487"
"incongruent",768,"s487"
"congruent",688,"s487"
"congruent",858,"s487"
"incongruent",946,"s487"
"congruent",689,"s487"
"incongruent",898,"s487"
"incongruent",738,"s487"
"congruent",838,"s487"
"congruent",648,"s487"
"congruent",1042,"s487"
"incongruent",1081,"s487"
"incongruent",808,"s487"
"congruent",623,"s487"
"congruent",842,"s487"
"incongruent",792,"s487"
"congruent",636,"s487"
"congruent",583,"s487"
"incongruent",644,"s487"
"congruent",533,"s487"
"congruent",654,"s487"
"congruent",635,"s487"
"incongruent",896,"s487"
"congruent",626,"s487"
"congruent",687,"s487"
"incongruent",809,"s487"
"congruent",737,"s487"
"congruent",578,"s487"
"incongruent",693,"s487"
"congruent",623,"s487"
"congruent",585,"s487"
"incongruent",550,"s487"
"incongruent",659,"s487"
"congruent",661,"s487"
"incongruent",1145,"s487"
"congruent",596,"s487"
"congruent",564,"s487"
"congruent",637,"s487"
"congruent",621,"s487"
"incongruent",908,"s487"
"incongruent",704,"s487"
"incongruent",843,"s487"
"congruent",609,"s487"
"congruent",587,"s487"
"incongruent",827,"s487"
"congruent",617,"s487"
"incongruent",1404,"s493"
"incongruent",1194,"s493"
"congruent",956,"s493"
"congruent",1094,"s493"
"congruent",1088,"s493"
"congruent",638,"s493"
"congruent",1133,"s493"
"incongruent",992,"s493"
"incongruent",1384,"s493"
"incongruent",1385,"s493"
"congruent",933,"s493"
"congruent",632,"s493"
"incongruent",750,"s493"
"incongruent",1090,"s493"
"congruent",743,"s493"
"incongruent",1066,"s493"
"incongruent",933,"s493"
"congruent",849,"s493"
